布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,2336377002,0,布,1133,120,423-FQ,2017/9/22 12:27,12,び緗徽,2017/9/22 12:52,15,嘹也爵,21,49,43,6
EasyCard,47000,2336377002,0,布,1133,120,423-FQ,2017/9/22 14:22,15,嘹也爵,2017/9/22 15:34,10,穝,28,65,57,8
EasyCard,47000,234384689,0,布,1133,103,923-FW,2017/9/28 13:47,0,浆ó,2017/9/28 14:15,1,盵,10,24,21,3
EasyCard,47000,2374899659,1,穛ρ1布,1133,144,951-FW,2017/9/18 14:16,15,嘹也爵,2017/9/18 15:48,0,浆ó,65,74,65,9
EasyCard,47000,239708175,0,布,1133,144,951-FW,2017/9/7 14:04,16,厚,2017/9/7 14:17,14,匪痐,20,46,41,5
EasyCard,47000,239784335,0,布,1133,111,420-FQ,2017/9/1 14:58,10,穝,2017/9/1 16:01,0,浆ó,36,82,72,10
EasyCard,47000,241253327,1,穛ρ1布,1126,135,927-FW,2017/9/17 07:01,6,眃贾,2017/9/17 07:48,17,ぱ不,49,56,49,7
EasyCard,47000,241253327,1,穛ρ1布,1133,138,953-FW,2017/9/25 10:53,0,浆ó,2017/9/25 11:32,6,眃贾,20,22,20,2
EasyCard,47000,242026289,0,布,1133,151,495-FQ,2017/9/16 12:08,10,穝,2017/9/16 12:20,12,び緗徽,10,24,21,3
EasyCard,47000,242455153,0,布,1133,120,423-FQ,2017/9/22 15:04,15,嘹也爵,2017/9/22 15:35,10,穝,28,65,57,8
EasyCard,47000,244355377,0,布,1141,135,927-FW,2017/9/2 18:22,12,び緗徽,2017/9/2 19:01,0,浆ó,81,92,81,11
EasyCard,47000,244699137,0,布,1126,135,927-FW,2017/9/3 06:37,0,浆ó,2017/9/3 07:45,17,ぱ不,137,156,137,19
EasyCard,47000,2459435667,5,厩ネ布,1133,120,423-FQ,2017/9/22 14:22,15,嘹也爵,2017/9/22 16:29,0,浆ó,65,148,130,18
EasyCard,47000,2462866548,0,布,1133,123,955-FW,2017/9/19 14:04,17,ぱ不,2017/9/19 14:22,15,嘹也爵,12,29,25,4
EasyCard,47000,2462866548,0,布,1133,123,955-FW,2017/9/19 14:53,15,嘹也爵,2017/9/19 15:27,12,び緗徽,21,49,43,6
EasyCard,47000,246396033,0,布,1141,135,927-FW,2017/9/29 08:48,0,浆ó,2017/9/29 09:41,12,び緗徽,81,92,81,11
EasyCard,47000,2467409096,0,布,1141,135,927-FW,2017/9/2 08:37,0,浆ó,2017/9/2 09:56,16,厚,131,149,131,18
EasyCard,47000,247464385,0,布,1133,175,493-FQ,2017/9/24 15:01,13,琄爵,2017/9/24 15:15,10,穝,12,28,24,4
EasyCard,47000,248152753,8,担布,1141,135,927-FW,2017/9/6 17:37,17,ぱ不,2017/9/6 19:04,0,浆ó,69,78,69,9
EasyCard,47000,2489221394,0,布,1133,175,493-FQ,2017/9/26 14:58,12,び緗徽,2017/9/26 15:22,15,嘹也爵,21,49,43,6
EasyCard,47000,250633391,4,抄︸布(布),1133,175,493-FQ,2017/9/24 15:01,13,琄爵,2017/9/24 15:15,10,穝,12,14,12,2
EasyCard,47000,250804271,1,穛ρ1布,1133,175,493-FQ,2017/9/24 15:01,13,琄爵,2017/9/24 15:16,10,穝,12,14,12,2
EasyCard,47000,250885903,3,稲み布,1133,175,493-FQ,2017/9/24 15:01,13,琄爵,2017/9/24 15:15,10,穝,12,14,12,2
EasyCard,47000,251519503,1,穛ρ1布,1133,175,493-FQ,2017/9/24 15:01,13,琄爵,2017/9/24 15:15,10,穝,12,14,12,2
EasyCard,47000,254909761,0,布,1126,135,927-FW,2017/9/3 10:04,5,瓾,2017/9/3 10:20,0,浆ó,33,38,33,5
EasyCard,47000,257447149,0,布,1133,268,938-FW,2017/9/2 08:17,0,浆ó,2017/9/2 09:15,0,浆ó,10,24,21,3
EasyCard,47000,2579690447,0,布,1126,135,927-FW,2017/9/17 07:17,10,穝,2017/9/17 07:32,14,匪痐,33,38,33,5
EasyCard,47000,258014374,0,布,1133,144,951-FW,2017/9/18 13:59,17,ぱ不,2017/9/18 15:35,0,浆ó,77,177,155,22
EasyCard,47000,258395633,0,布,1133,219,919-FW,2017/9/15 14:18,15,嘹也爵,2017/9/15 14:43,12,び緗徽,21,49,43,6
EasyCard,47000,258487153,5,厩ネ布,1133,268,938-FW,2017/9/2 08:17,0,浆ó,2017/9/2 09:02,0,浆ó,10,24,21,3
EasyCard,47000,258487153,5,厩ネ布,1141,135,927-FW,2017/9/2 09:28,10,穝,2017/9/2 09:38,13,琄爵,22,25,22,3
EasyCard,47000,2586238863,0,布,1126,135,927-FW,2017/9/17 07:16,10,穝,2017/9/17 07:32,14,匪痐,33,38,33,5
EasyCard,47000,258999489,0,布,1133,134,428-FQ,2017/9/5 10:44,0,浆ó,2017/9/5 11:12,1,盵,10,24,21,3
EasyCard,47000,2598406991,5,厩ネ布,1141,135,927-FW,2017/9/2 08:39,0,浆ó,2017/9/2 09:38,13,琄爵,91,104,91,13
EasyCard,47000,2600980495,0,布,1133,175,493-FQ,2017/9/24 10:47,0,浆ó,2017/9/24 11:08,0,浆ó,10,24,21,3
EasyCard,47000,260218344,1,穛ρ1布,1141,135,927-FW,2017/9/11 08:38,0,浆ó,2017/9/11 09:00,1,盵,11,12,11,1
EasyCard,47000,2614871119,8,担布,1133,120,423-FQ,2017/9/22 15:26,12,び緗徽,2017/9/22 16:43,0,浆ó,44,50,44,6
EasyCard,47000,261496552,3,稲み布,1141,135,927-FW,2017/9/5 08:54,0,浆ó,2017/9/5 09:13,4,0き洛皘,15,17,15,2
EasyCard,47000,261625064,1,穛ρ1布,1141,135,927-FW,2017/9/5 08:38,0,浆ó,2017/9/5 08:53,0,浆ó,11,12,11,1
EasyCard,47000,261638888,1,穛ρ1布,1141,135,927-FW,2017/9/20 08:58,0,浆ó,2017/9/20 09:05,2,浆,11,12,11,1
EasyCard,47000,261740008,3,稲み布,1133,151,495-FQ,2017/9/16 10:43,0,浆ó,2017/9/16 12:15,12,び緗徽,44,50,44,6
EasyCard,47000,261767144,1,穛ρ1布,1141,135,927-FW,2017/9/13 09:30,10,穝,2017/9/13 09:35,12,び緗徽,11,12,11,1
EasyCard,47000,261798120,1,穛ρ1布,1133,111,420-FQ,2017/9/1 13:55,17,ぱ不,2017/9/1 16:02,0,浆ó,78,89,78,11
EasyCard,47000,261798120,1,穛ρ1布,1133,111,420-FQ,2017/9/8 10:38,0,浆ó,2017/9/8 12:47,17,ぱ不,78,89,78,11
EasyCard,47000,261798120,1,穛ρ1布,1133,111,420-FQ,2017/9/8 13:52,17,ぱ不,2017/9/8 15:57,0,浆ó,78,89,78,11
EasyCard,47000,261798120,1,穛ρ1布,1133,111,420-FQ,2017/9/12 10:40,0,浆ó,2017/9/12 12:46,17,ぱ不,78,89,78,11
EasyCard,47000,261798120,1,穛ρ1布,1133,111,420-FQ,2017/9/12 13:50,17,ぱ不,2017/9/12 16:31,0,浆ó,78,89,78,11
EasyCard,47000,261798120,1,穛ρ1布,1133,111,429-FQ,2017/9/26 13:50,17,ぱ不,2017/9/26 15:53,0,浆ó,78,89,78,11
EasyCard,47000,263449551,0,布,1133,138,953-FW,2017/9/20 11:06,0,浆ó,2017/9/20 11:11,0,浆ó,10,24,21,3
EasyCard,47000,2659758735,5,厩ネ布,1133,227,430-FQ,2017/9/29 10:44,0,浆ó,2017/9/29 11:18,2,浆,10,24,21,3
EasyCard,47000,2660098351,5,厩ネ布,1141,135,927-FW,2017/9/24 08:51,0,浆ó,2017/9/24 09:32,12,び緗徽,81,92,81,11
EasyCard,47000,2662638831,0,布,1133,111,429-FQ,2017/9/26 14:38,13,琄爵,2017/9/26 14:44,12,び緗徽,11,25,22,3
EasyCard,47000,2662638831,0,布,1133,280,925-FW,2017/9/27 14:08,0,浆ó,2017/9/27 14:10,1,盵,10,24,21,3
EasyCard,47000,2668629872,0,布,1133,123,955-FW,2017/9/19 10:49,0,浆ó,2017/9/19 11:17,2,浆,10,24,21,3
EasyCard,47000,267067921,0,布,1133,151,948-FW,2017/9/30 13:58,17,ぱ不,2017/9/30 16:11,0,浆ó,77,177,155,22
EasyCard,47000,267290753,0,布,1133,151,948-FW,2017/9/30 13:58,17,ぱ不,2017/9/30 16:12,0,浆ó,77,177,155,22
EasyCard,47000,2673379695,5,厩ネ布,1133,280,925-FW,2017/9/7 16:57,15,嘹也爵,2017/9/7 18:40,0,浆ó,65,148,130,18
EasyCard,47000,267407169,0,布,1133,142,978-FW,2017/9/5 17:16,13,琄爵,2017/9/5 18:41,0,浆ó,48,110,97,13
EasyCard,47000,267501505,0,布,1133,142,978-FW,2017/9/5 17:16,13,琄爵,2017/9/5 18:41,0,浆ó,48,110,97,13
EasyCard,47000,267688689,0,布,1133,144,951-FW,2017/9/18 14:51,11,碔,2017/9/18 15:35,0,浆ó,42,96,85,11
EasyCard,47000,267690881,0,布,1133,144,951-FW,2017/9/18 14:51,11,碔,2017/9/18 15:35,0,浆ó,42,96,85,11
EasyCard,47000,268239889,0,布,1133,206,977-FW,2017/9/10 16:55,15,嘹也爵,2017/9/10 18:28,0,浆ó,65,148,130,18
EasyCard,47000,2682963467,0,布,1141,135,927-FW,2017/9/26 16:19,24,拉,2017/9/26 17:51,17,ぱ不,161,183,161,22
EasyCard,47000,268453377,0,布,1133,123,955-FW,2017/9/3 10:53,0,浆ó,2017/9/3 11:02,0,浆ó,10,24,21,3
EasyCard,47000,268455569,0,布,1133,123,955-FW,2017/9/3 10:53,0,浆ó,2017/9/3 11:02,0,浆ó,10,24,21,3
EasyCard,47000,268823073,0,布,1133,206,977-FW,2017/9/10 16:55,15,嘹也爵,2017/9/10 18:28,0,浆ó,65,148,130,18
EasyCard,47000,268845633,0,布,1133,144,951-FW,2017/9/28 14:41,13,琄爵,2017/9/28 15:34,0,浆ó,48,110,97,13
EasyCard,47000,2689522964,4,抄︸布(布),1133,111,429-FQ,2017/9/26 15:47,0,浆ó,2017/9/26 15:50,0,浆ó,10,12,11,1
EasyCard,47000,269009665,0,布,1133,144,951-FW,2017/9/7 12:33,15,嘹也爵,2017/9/7 12:50,17,ぱ不,12,29,25,4
EasyCard,47000,269073329,0,布,1133,134,428-FQ,2017/9/5 10:47,0,浆ó,2017/9/5 12:07,12,び緗徽,43,99,87,12
EasyCard,47000,2692262671,0,布,1141,135,927-FW,2017/9/16 08:38,0,浆ó,2017/9/16 08:52,0,浆ó,21,24,21,3
EasyCard,47000,2694660591,0,布,1133,182,496-FQ,2017/9/2 10:50,0,浆ó,2017/9/2 11:02,0,浆ó,10,24,21,3
EasyCard,47000,2694660591,0,布,1133,206,977-FW,2017/9/10 13:49,0,浆ó,2017/9/10 14:04,0,浆ó,10,24,21,3
EasyCard,47000,2697186799,1,穛ρ1布,1141,135,927-FW,2017/9/9 16:28,24,拉,2017/9/9 17:57,17,ぱ不,81,92,81,11
EasyCard,47000,269767393,0,布,1133,103,923-FW,2017/9/28 15:26,15,嘹也爵,2017/9/28 15:37,14,匪痐,11,26,23,3
EasyCard,47000,269767393,0,布,1133,144,951-FW,2017/9/28 13:54,17,ぱ不,2017/9/28 14:22,14,匪痐,23,53,46,7
EasyCard,47000,2697681679,5,厩ネ布,1133,219,919-FW,2017/9/15 14:18,15,嘹也爵,2017/9/15 14:43,12,び緗徽,21,49,43,6
EasyCard,47000,269779855,0,布,1133,227,430-FQ,2017/9/29 15:23,3,古ń,2017/9/29 15:29,2,浆,10,24,21,3
EasyCard,47000,2698878831,1,穛ρ1布,1133,151,495-FQ,2017/9/16 11:13,0,浆ó,2017/9/16 11:18,1,盵,11,12,11,1
EasyCard,47000,269903505,0,布,1133,142,978-FW,2017/9/13 15:00,12,び緗徽,2017/9/13 16:19,17,ぱ不,34,78,68,10
EasyCard,47000,269903505,0,布,1133,142,978-FW,2017/9/13 16:42,17,ぱ不,2017/9/13 18:50,0,浆ó,77,177,155,22
EasyCard,47000,269907729,0,布,1133,142,978-FW,2017/9/13 15:00,12,び緗徽,2017/9/13 16:19,17,ぱ不,34,78,68,10
EasyCard,47000,269907729,0,布,1133,142,978-FW,2017/9/13 16:42,17,ぱ不,2017/9/13 18:50,0,浆ó,77,177,155,22
EasyCard,47000,2701366927,5,厩ネ布,1141,135,927-FW,2017/9/18 19:06,0,浆ó,2017/9/18 19:18,0,浆ó,21,24,21,3
EasyCard,47000,2701499919,0,布,1133,138,953-FW,2017/9/20 14:04,16,厚,2017/9/20 14:17,15,嘹也爵,11,26,22,4
EasyCard,47000,270430449,0,布,1133,227,430-FQ,2017/9/29 14:04,16,厚,2017/9/29 14:44,12,び緗徽,31,71,63,8
EasyCard,47000,2705023023,0,布,1133,120,423-FQ,2017/9/22 16:04,5,瓾,2017/9/22 16:24,0,浆ó,16,38,33,5
EasyCard,47000,270530481,0,布,1133,142,978-FW,2017/9/5 16:56,15,嘹也爵,2017/9/5 18:25,0,浆ó,65,148,130,18
EasyCard,47000,270533569,0,布,1133,142,978-FW,2017/9/5 16:56,15,嘹也爵,2017/9/5 18:25,0,浆ó,65,148,130,18
EasyCard,47000,2709963983,0,布,1133,134,426-FQ,2017/9/21 17:22,12,び緗徽,2017/9/21 18:43,0,浆ó,43,99,87,12
EasyCard,47000,2709963983,0,布,1133,189,427-FQ,2017/9/21 14:05,16,厚,2017/9/21 14:21,14,匪痐,20,46,41,5
EasyCard,47000,2743429,0,布,1133,120,423-FQ,2017/9/22 15:26,12,び緗徽,2017/9/22 16:43,0,浆ó,43,99,87,12
EasyCard,47000,274774760,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 08:45,21,璃產初,86,98,86,12
EasyCard,47000,274774760,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:21,22,秽,2017/9/22 12:03,0,浆ó,91,104,91,13
EasyCard,47000,275568616,1,穛ρ1布,1141,135,927-FW,2017/9/26 16:18,24,拉,2017/9/26 19:01,0,浆ó,149,170,149,21
EasyCard,47000,2758640879,0,布,1133,103,923-FW,2017/9/28 13:47,0,浆ó,2017/9/28 14:14,1,盵,10,24,21,3
EasyCard,47000,2758640879,0,布,1133,111,429-FQ,2017/9/26 10:42,0,浆ó,2017/9/26 11:16,1,盵,10,24,21,3
EasyCard,47000,2759148463,0,布,1133,142,978-FW,2017/9/15 13:50,0,浆ó,2017/9/15 13:59,0,浆ó,10,24,21,3
EasyCard,47000,2762566031,0,布,1126,135,927-FW,2017/9/17 07:16,10,穝,2017/9/17 07:32,14,匪痐,33,38,33,5
EasyCard,47000,2765436911,0,布,1126,135,927-FW,2017/9/17 07:16,10,穝,2017/9/17 07:32,14,匪痐,33,38,33,5
EasyCard,47000,2774702927,8,担布,1133,247,952-FW,2017/9/22 13:44,0,浆ó,2017/9/22 14:05,0,浆ó,11,12,11,1
EasyCard,47000,277822993,0,布,1141,135,927-FW,2017/9/4 10:27,17,ぱ不,2017/9/4 12:56,28,冰,250,285,250,35
EasyCard,47000,278065777,0,布,1133,123,955-FW,2017/9/19 14:23,15,嘹也爵,2017/9/19 16:26,0,浆ó,65,148,130,18
EasyCard,47000,278450337,0,布,1133,138,953-FW,2017/9/25 14:53,12,び緗徽,2017/9/25 16:00,0,浆ó,43,99,87,12
EasyCard,47000,2788709519,0,布,1133,268,938-FW,2017/9/2 08:17,0,浆ó,2017/9/2 09:02,0,浆ó,10,24,21,3
EasyCard,47000,2788709519,0,布,1141,135,927-FW,2017/9/2 09:28,10,穝,2017/9/2 09:38,13,琄爵,22,25,22,3
EasyCard,47000,2792841455,1,穛ρ1布,1133,123,955-FW,2017/9/19 14:49,15,嘹也爵,2017/9/19 15:38,10,穝,29,33,29,4
EasyCard,47000,2800191919,0,布,1133,142,978-FW,2017/9/5 17:36,11,碔,2017/9/5 18:36,0,浆ó,42,96,85,11
EasyCard,47000,280163617,0,布,1133,111,420-FQ,2017/9/8 10:41,0,浆ó,2017/9/8 12:06,12,び緗徽,43,99,87,12
EasyCard,47000,2821700589,0,布,1133,120,423-FQ,2017/9/22 15:25,12,び緗徽,2017/9/22 16:43,0,浆ó,43,99,87,12
EasyCard,47000,2831074031,0,布,1133,280,925-FW,2017/9/7 17:29,12,び緗徽,2017/9/7 18:25,0,浆ó,43,99,87,12
EasyCard,47000,283182758,5,厩ネ布,1133,111,429-FQ,2017/9/26 10:44,0,浆ó,2017/9/26 12:03,12,び緗徽,43,99,87,12
EasyCard,47000,283668712,1,穛ρ1布,1133,151,948-FW,2017/9/30 11:17,2,浆,2017/9/30 11:37,7,芖,16,18,16,2
EasyCard,47000,2842371027,3,稲み布,1133,151,948-FW,2017/9/30 15:51,1,盵,2017/9/30 15:59,0,浆ó,11,12,11,1
EasyCard,47000,2842371027,3,稲み布,1133,279,931-FW,2017/9/30 13:50,0,浆ó,2017/9/30 14:08,1,盵,11,12,11,1
EasyCard,47000,284340200,3,稲み布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,284340200,3,稲み布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:42,2,浆,81,93,81,12
EasyCard,47000,284454120,3,稲み布,1126,135,927-FW,2017/9/14 10:40,2,浆,2017/9/14 10:51,0,浆ó,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1126,135,927-FW,2017/9/19 10:44,2,浆,2017/9/19 10:48,1,盵,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,105,950-FW,2017/9/4 11:19,1,盵,2017/9/4 11:33,5,瓾,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,111,420-FQ,2017/9/1 15:46,0,浆ó,2017/9/1 15:58,0,浆ó,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,144,951-FW,2017/9/18 11:15,1,盵,2017/9/18 11:18,2,浆,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,144,951-FW,2017/9/28 11:14,1,盵,2017/9/28 11:16,2,浆,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,274,917-FW,2017/9/17 18:08,2,浆,2017/9/17 18:10,2,浆,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,280,925-FW,2017/9/7 13:49,0,浆ó,2017/9/7 13:50,0,浆ó,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1133,280,925-FW,2017/9/7 13:50,0,浆ó,2017/9/7 14:10,0,浆ó,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1141,135,927-FW,2017/9/5 09:09,2,浆,2017/9/5 09:17,5,瓾,11,12,11,1
EasyCard,47000,284454120,3,稲み布,1141,135,927-FW,2017/9/16 09:07,2,浆,2017/9/16 09:12,5,瓾,11,12,11,1
EasyCard,47000,284469480,3,稲み布,1141,135,927-FW,2017/9/2 18:28,10,穝,2017/9/2 19:01,0,浆ó,35,40,35,5
EasyCard,47000,284661224,1,穛ρ1布,1133,111,420-FQ,2017/9/8 11:08,0,浆ó,2017/9/8 11:54,10,穝,36,41,36,5
EasyCard,47000,284661224,1,穛ρ1布,1133,144,951-FW,2017/9/28 11:08,0,浆ó,2017/9/28 11:51,10,穝,36,41,36,5
EasyCard,47000,284661224,1,穛ρ1布,1141,135,927-FW,2017/9/9 08:58,0,浆ó,2017/9/9 09:32,10,穝,35,40,35,5
EasyCard,47000,284661224,1,穛ρ1布,1141,135,927-FW,2017/9/18 08:54,0,浆ó,2017/9/18 09:31,10,穝,35,40,35,5
EasyCard,47000,284661224,1,穛ρ1布,1141,135,927-FW,2017/9/20 08:58,0,浆ó,2017/9/20 09:33,10,穝,35,40,35,5
EasyCard,47000,284977128,1,穛ρ1布,1141,135,927-FW,2017/9/26 16:18,24,拉,2017/9/26 19:01,0,浆ó,149,170,149,21
EasyCard,47000,285010664,1,穛ρ1布,1133,138,953-FW,2017/9/25 11:06,0,浆ó,2017/9/25 11:35,7,芖,26,29,26,3
EasyCard,47000,285010664,1,穛ρ1布,1133,158,926-FW,2017/9/1 14:31,5,瓾,2017/9/1 14:39,7,芖,11,12,11,1
EasyCard,47000,2859224563,0,布,1133,158,926-FW,2017/9/1 17:20,12,び緗徽,2017/9/1 17:37,10,穝,10,24,21,3
EasyCard,47000,2862608975,0,布,1133,134,426-FQ,2017/9/23 15:44,1,盵,2017/9/23 16:03,0,浆ó,10,24,21,3
EasyCard,47000,2889256163,1,穛ρ1布,1126,135,927-FW,2017/9/19 06:57,5,瓾,2017/9/19 07:23,12,び緗徽,24,27,24,3
EasyCard,47000,289211368,3,稲み布,1133,138,953-FW,2017/9/25 15:47,0,浆ó,2017/9/25 15:59,0,浆ó,11,12,11,1
EasyCard,47000,297439220,0,布,1133,151,495-FQ,2017/9/16 12:08,10,穝,2017/9/16 12:20,12,び緗徽,10,24,21,3
EasyCard,47000,303464209,0,布,1133,182,496-FQ,2017/9/2 10:55,0,浆ó,2017/9/2 11:02,0,浆ó,10,24,21,3
EasyCard,47000,303527489,0,布,1133,175,938-FW,2017/9/14 12:00,10,穝,2017/9/14 12:08,12,び緗徽,10,24,21,3
EasyCard,47000,303550033,0,布,1133,206,977-FW,2017/9/10 16:55,15,嘹也爵,2017/9/10 18:28,0,浆ó,65,148,130,18
EasyCard,47000,303813073,0,布,1133,138,953-FW,2017/9/25 10:45,0,浆ó,2017/9/25 11:00,0,浆ó,10,24,21,3
EasyCard,47000,3039520323,0,布,1133,144,951-FW,2017/9/28 13:52,17,ぱ不,2017/9/28 13:52,17,ぱ不,10,24,21,3
EasyCard,47000,304217601,0,布,1133,138,953-FW,2017/9/20 15:05,15,嘹也爵,2017/9/20 15:26,12,び緗徽,21,49,43,6
EasyCard,47000,304251313,0,布,1133,158,926-FW,2017/9/1 17:38,11,碔,2017/9/1 18:42,0,浆ó,42,96,85,11
EasyCard,47000,304254673,0,布,1133,158,926-FW,2017/9/1 17:38,11,碔,2017/9/1 18:42,0,浆ó,42,96,85,11
EasyCard,47000,304273489,0,布,1133,206,977-FW,2017/9/6 13:47,0,浆ó,2017/9/6 14:12,1,盵,10,24,21,3
EasyCard,47000,304275889,0,布,1133,206,977-FW,2017/9/6 13:47,0,浆ó,2017/9/6 14:12,1,盵,10,24,21,3
EasyCard,47000,304553425,0,布,1133,206,977-FW,2017/9/10 16:59,15,嘹也爵,2017/9/10 18:27,0,浆ó,65,148,130,18
EasyCard,47000,304690145,0,布,1133,279,931-FW,2017/9/25 17:26,12,び緗徽,2017/9/25 18:40,0,浆ó,43,99,87,12
EasyCard,47000,3067367336,1,穛ρ1布,1141,135,927-FW,2017/9/9 16:28,24,拉,2017/9/9 17:57,17,ぱ不,81,92,81,11
EasyCard,47000,311175144,0,布,1133,206,977-FW,2017/9/10 16:55,15,嘹也爵,2017/9/10 18:28,0,浆ó,65,148,130,18
EasyCard,47000,314638312,1,穛ρ1布,1133,279,931-FW,2017/9/25 13:49,0,浆ó,2017/9/25 13:57,0,浆ó,11,12,11,1
EasyCard,47000,316903400,3,稲み布,1133,280,925-FW,2017/9/7 13:49,0,浆ó,2017/9/7 14:24,4,0き洛皘,15,17,15,2
EasyCard,47000,316903400,3,稲み布,1141,135,927-FW,2017/9/13 08:48,0,浆ó,2017/9/13 09:11,4,0き洛皘,15,17,15,2
EasyCard,47000,317384424,1,穛ρ1布,1133,120,423-FQ,2017/9/22 11:15,0,浆ó,2017/9/22 11:22,2,浆,11,12,11,1
EasyCard,47000,317459176,1,穛ρ1布,1141,135,927-FW,2017/9/29 09:00,1,盵,2017/9/29 09:14,4,0き洛皘,11,12,11,1
EasyCard,47000,317475304,3,稲み布,1133,189,427-FQ,2017/9/21 10:39,0,浆ó,2017/9/21 12:54,17,ぱ不,78,89,78,11
EasyCard,47000,317475304,3,稲み布,1133,189,427-FQ,2017/9/21 13:54,17,ぱ不,2017/9/21 16:04,0,浆ó,78,89,78,11
EasyCard,47000,317530600,3,稲み布,1133,103,923-FW,2017/9/29 14:06,0,浆ó,2017/9/29 14:15,2,浆,11,12,11,1
EasyCard,47000,317538001,0,布,1133,138,953-FW,2017/9/20 10:48,0,浆ó,2017/9/20 12:42,17,ぱ不,77,177,155,22
EasyCard,47000,318378472,1,穛ρ1布,1133,103,923-FW,2017/9/28 14:09,0,浆ó,2017/9/28 14:19,2,浆,11,12,11,1
EasyCard,47000,318378472,1,穛ρ1布,1133,189,427-FQ,2017/9/21 11:10,0,浆ó,2017/9/21 12:54,17,ぱ不,78,89,78,11
EasyCard,47000,318378472,1,穛ρ1布,1133,189,427-FQ,2017/9/21 13:54,17,ぱ不,2017/9/21 15:34,2,浆,68,77,68,9
EasyCard,47000,318378472,1,穛ρ1布,1133,206,977-FW,2017/9/10 13:50,0,浆ó,2017/9/10 14:21,2,浆,11,12,11,1
EasyCard,47000,318378472,1,穛ρ1布,1133,280,925-FW,2017/9/27 13:46,0,浆ó,2017/9/27 14:16,2,浆,11,12,11,1
EasyCard,47000,318414824,1,穛ρ1布,1133,105,950-FW,2017/9/4 11:13,0,浆ó,2017/9/4 11:58,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,111,420-FQ,2017/9/1 11:06,0,浆ó,2017/9/1 11:55,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,111,429-FQ,2017/9/26 11:11,0,浆ó,2017/9/26 11:52,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,120,423-FQ,2017/9/22 11:15,0,浆ó,2017/9/22 12:04,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,123,955-FW,2017/9/3 11:12,0,浆ó,2017/9/3 11:52,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,134,426-FQ,2017/9/23 11:13,0,浆ó,2017/9/23 11:52,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,134,428-FQ,2017/9/5 11:10,0,浆ó,2017/9/5 11:52,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,138,953-FW,2017/9/25 11:10,0,浆ó,2017/9/25 11:48,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,144,951-FW,2017/9/7 11:15,0,浆ó,2017/9/7 11:57,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,144,951-FW,2017/9/28 11:08,0,浆ó,2017/9/28 11:50,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,151,948-FW,2017/9/30 11:10,0,浆ó,2017/9/30 11:48,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,175,938-FW,2017/9/14 11:15,0,浆ó,2017/9/14 11:55,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,182,496-FQ,2017/9/2 11:11,0,浆ó,2017/9/2 11:48,10,穝,36,41,36,5
EasyCard,47000,318414824,1,穛ρ1布,1133,189,427-FQ,2017/9/21 11:10,0,浆ó,2017/9/21 11:54,10,穝,36,41,36,5
EasyCard,47000,318426209,0,布,1141,135,927-FW,2017/9/2 18:22,12,び緗徽,2017/9/2 19:01,0,浆ó,81,92,81,11
EasyCard,47000,318589672,1,穛ρ1布,1141,135,927-FW,2017/9/29 09:00,1,盵,2017/9/29 09:14,4,0き洛皘,11,12,11,1
EasyCard,47000,3186017162,0,布,1133,123,955-FW,2017/9/19 11:04,0,浆ó,2017/9/19 11:45,8,刺┮,29,66,58,8
EasyCard,47000,318779880,3,稲み布,1133,123,955-FW,2017/9/19 10:49,0,浆ó,2017/9/19 10:59,0,浆ó,11,12,11,1
